,Textstelle,Metapher?,Fokus,Rahmen,Annotator,Filename
158," Nur wenige der dargebotenen Variationsrichtungen werden auf der Bahn liegen, welche die Artentwicklung einschlägt. Den andern wird durch Personalselektion Einhalt getan.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
159," Sie leistet aber noch mehr als diese, weil sie das Parallelgehen der Keim- anlagen mit jeder Nützlichkeitsschwankung erklärt, nicht nur bei aktiver Funktion, sondern auch bei blos passiver Nützlichkeit.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
160," Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
161, Die Koadaption ist hiebei keineswegs das einzige dunkle Gebiet.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
162," Daß wir die Vorbedingungen für alle persönlichen Vorzüge mit auf die Welt bringen müssen, und daß unser ganzes Lebensglück weit mehr durch uns angeborene, d. h. ererbte Anlagen bedingt ist als durch irgend etwas anderes, ist keine neue Wahrheit.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
163," Es ist aber fraglich, ob jene Rassentheoretiker und Rassenpolitiker, die heute die Pfade begehen, welche der mit kühner Phantasie begabte Dichtergelehrte Joseph Arthur Gobineau mit seinem Essai sur l'inégalité des races humaines (4 Bände, Paris 1858-1855)2) eingeschlagen hat, und auf denen ihm zunächst eine Zeit lang niemand zufolgen Neigung zeigte, sich wirklich auf festem wissenschaftlichem Grund bewegen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
164," Das hindert aber nicht, daß es überall als vollwertige Münze angenommen wird. Denn es besteht nun einmal das Bedürfnis nach gangbarer Münze.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
165, Jedenfalls ist die Aufstellung eines in der menschlichen Natur begründeten Sinnes für individuelles Eigentum selbst gegenüber einer befürchteten Torheit eine zu gebrechliche Waffe. viduelles Eigentum selbst gegenüber einer befürchteten Torheit eine zu gebrechliche Waffe.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
166, Kein höheres sittliches Bestreben hätte ohne diese Anlage je in uns aufkeimen und Wurzel fassen können; denn nur dieses instinktive Gefühl der Abhängigkeit von dem Urteil unserer Genossen konnte zu sittlichen Urteilen und in weiterer Entwicklung bei vielen Menschen zu der subtilen Bildung eines Gewissens wicklung bei vielen Menschen zu der subtilen Bildung eines Gewissens führen.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
167, Aber das Licht der Selektionstheorie reicht noch weiter.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
168," ist freilich nicht ganz passend für dieses ewige mörderische Ringen um das Dasein auf einem über die ganze Erde, ihre Meere und ihren Luftkreis ausgedehnten Kriegsschauplatz. Dieser gewaltige Daseinskampf, der den Siegern die Fortdauer in der Nachkommenschaft, den Unterliegenden das Erlöschen ihres Stammes bringt, hatte bis zu Darwin keinen einzigen aufmerksamen Zuschauer gehabt. Seit Darwin hat der Mensch den Vorzug, nicht nur Teilnehmer, sondern auch Beobachter dieses großen Kampfes zu sein. Diese ungewohnte Zuschauerrolle, die uns Darwin verschaffte, wäre ein recht zweifelhafter Gewinn, sofern es sich nur um die ästhetischen Eindrücke des Erschauten handelt; denn ein Vergnügen ist es kaum, sich die drücke des Erschauten handelt; denn ein Vergnügen ist es kaum, sich die unerbittliche Grausamkeit dieses endlosen Vernichtungskrieges der Natur gegen lebende Wesen und dieser unter sich vor Augen führeu zu lassen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
169," „Wir können uns kaum der Annahme entziehen, daß die menschliche Natur . . . durch Ausscheidung und Auslese einer weiteren tiefen Veränderung unterzogen wird, daß in der Fähigkeit seiner Muskeln und noch mehr in der Denkkraft seines Hirns eine ungeheure Hebung eintreten wird; ja daß sogar besondere soziale Eigenschaften mit Einschluß geheure Hebung eintreten wird; ja daß sogar besondere soziale Eigenschaften mit Einschluß einer angeborenen Neigung zur Aufnahme sozialer Gebote, ohne die soziales Leben nun einmal unmöglich ist, der physischen Organisation der höchsten Rassen eingeboren werden können - aber ohne Zweifel ist diese besondere Quelle des Fortschritts heute fast ganz verstopft.“ Dieser Nachsatz dürfte mit den Vordersätzen nur dann vereinbar sein, wenn Balfour die Möglichkeit im Auge hat, daß diese Quelle in der Zukunft nicht wie heute verstopft sein werde.",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
170," Denn selbst wenn sich der Mensch durch die Hunderte von Jahrtausenden hindurch, die hiezu vielleicht nötig wären, ständig den Luxus gestatten könnte, sich eine Eigenschaft anzuzüchten, die ihn im Daseinskampf nicht fördert, so würde ihm doch die hier erforderliche Züchterkenntnis vollständig fehlen, und die Züchtungsversuche müßten vollständig im Dunklen tappen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
171," Bei den Neugriechen kommt in Betracht, daß sie nur einen sehr kleinen Bruchteil althellenischen „Blutes“ besitzen; die althellenische Rasse war schon zur Zeit der Völkerwanderung ungemein stark zusammengeschmolzen und dürfte seitdem von der sich besonders stark vermehrenden slavischen Rasse fast ganz überwuchert worden sein.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
172," Dana1) nennt den Fortschritt in der tierischen Schöpfung von den älteren zu den jüngeren Formen, der aus den steinernen Urkunden der Geologie sich ergibt, geradezu eine fortschreitende Verhirnung („encephalisation“) der animalischen Struktur.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
173," Sobald die soziale Entwicklung eine so große Bedeutung erreicht hatte, daß nun im Konkurrenzkampf unter den Völkern ihre soziale Veranlagung den Ausschlag gab, habe die Vernunft aufgehört, die beste Waffe im Daseinskampf zu sein, und werde daher nicht mehr gezüchtet.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
174," Sobald nämlich die ersteren sich zu solcher Höhe entwickelt haben, daß sie im Daseinskampfe schwerer in in die Wagschale fallen als die erblichen Werte, hört die Auslese auf, die erblichen Fähigkeiten mit der hisherigen Strenge zu kontrollieren, und dieser lichen Fähigkeiten mit der hisherigen Strenge zu kontrollieren, und dieser Grad der Kulturhöhe kann als Grenzlinie zwischen Natur- und Kulturvölkern gelten. völkern gelten.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
175," Sowohl für das Ausleseproblem, wie für die Alkoholfrage ist es wichtig, den Irrtum zu zerstören, daß unsere Vorfahren schon seit der Steinzeit festansäßige Bauern gewesen seien.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
176," Da bei diesen Haustieren Leben und Fortpflanzung nicht mehr von ihrem scharfen Gesicht abhängen, so ist auch hier das Auge von seiner ursprünglichen Höhe herabgesunken.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
177," Einen der furchtbarsten Auslesefaktoren, der aber in hohem Grade geeignet ist, das Durchschnittsniveau der generativen Qualität einer Bevölkerung zu erhöhen, bilden auf tieferen Wirtschaftsstufen die von Zeit zu Zeit rung zu erhöhen, bilden auf tieferen Wirtschaftsstufen die von Zeit zu Zeit wiederkehrenden Perioden großen Nahrungsmangels.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
178," In vorkulturellen Zeiten, auf tiefer Wirtschaftsstufe, unter strenger Auslese, scheinen in der Regel die hohen Anlagen gezüchtet worden zu sein, die nachher unter günstigen wirtschaftlichen Verhältnissen eine Kulturblüte zur Entfaltung brachten. Während dieser Blüte aber gehen gewöhnlich infolge von Auslesestörungen jene Anlagen zugrunde, aus denen die Blüte folge von Auslesestörungen jene Anlagen zugrunde, aus denen die Blüte sich entwickelt hatte.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
179," Ich glaube, daß die lange Zeit der Verfinsterung, unter der Europa geschmachtet hat, zum großen Teil dem Cölibat zu anken ist, welcher den religiösen Orden auferlegt wurde.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
180," Die soziale Lage der Zeit gestattete feiner gearteten Naturen, die zu Werken der Güte, zum Nachdenken, zur Literatur oder zur Kunst natürliche Anlagen hatten, nur die einzige Zuflucht in den Schoß der Kirche, die aber Ehelosigkeit forderte . . .",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
181," Es waren also mörderische Kriege, die wohl imstande waren, ein Gegengewicht gegen die hohe Fruchtbarkeit unserer germanischen Vorfahren zu bilden und die Volkszahl in den durch die Unterhaltsmittel gegebenen Schranken zu halten.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
182," Noch heute stellt sich dieser Würgengel mit ungezügelter Schrecklichkeit z. B. bei manchen Negervölkern zeitweise ein, wie er zweifellos auch unsere Vorfahren in der Urzeit völkern zeitweise ein, wie er zweifellos auch unsere Vorfahren in der Urzeit und bekanntlich noch im Mittelalter periodisch heimgesucht hat und selbst in Ländern mit höherer wirtschaftlicher Entwicklung, wie Indien und China, noch heute nicht selten einkehrt.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
183," Ein ganz ähnliches Schicksal war alsdann den Römern beschieden, die Zügel der Welt- liches Schicksal war alsdann den Römern beschieden, die Zügel der Weltherrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. herrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. ",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
184," Ein ähnliches Wechselverhältnis muß zwischen der Höhe des menschlichen Intellekts und seiner leiblichen Wehrhaftigkeit bestanden haben: Je lichen Intellekts und seiner leiblichen Wehrhaftigkeit bestanden haben: Je höher der menschliche Intellekt entwickelt war, um so weniger gaben Muskelkraft und Schnelligkeit den Ausschlag für die Auslese, desto weniger konnte kraft und Schnelligkeit den Ausschlag für die Auslese, desto weniger konnte also große Leistungsfähigkeit auf diesen Gebieten gezüchtet werden, und andererseits mußte gerade das Zurückbleiben in bezug auf solche Vorzüge und die fast gänzliche Waffenlosigkeit des menschlichen Organismus die Vervollkommnung seines Intellekts mit Hilfe der Auslese begünstigen. vollkommnung seines Intellekts mit Hilfe der Auslese begünstigen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
185," Z. B. bei den zerstreut lebenden Germanen hatte, wie O. Seeck1) bemerkt, derjenige die meiste Aussicht auf Rettung, der auf eigene Faust den Feind abzuwehren oder sich der Übermacht auf Schleichwegen zu entziehen verstand; und jeder Zwist, soweit ihn nicht die Familienältesten unter ziehen verstand; und jeder Zwist, soweit ihn nicht die Familienältesten unter ihren Familiengliedern durch Schiedsspruch gütlich zu schlichten vermochten, wurde nicht auf dem Weg des Rechts, sondern mit den Waffen ausgetragen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
186," Es waren also mörderische Kriege, die wohl imstande waren, ein Gegengewicht gegen die hohe Fruchtbarkeit unserer germanischen Vorfahren zu bilden und die Volkszahl in den durch die Unterhaltsmittel gegebenen Schranken zu halten.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
187," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
188," Dabei ist in Betracht zu ziehen, daß sich dieses Urteil innerhalb gewisser Grenzen nach dem Bedarf an Rekruten richtet2), und der war nach dem Krieg sowohl in Deutschland als in Frankreich außerordentlich groß, da die Reihen derer, die nach dem Friedensschluß noch zum Dienst unter der Fahne verpflichtet waren, durch den Krieg schluß noch zum Dienst unter der Fahne verpflichtet waren, durch den Krieg sich stark gelichtet hatten. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
189," Und unter denen, die längere Zeit einem ernstlichen Nahrungsmangel ausgesetzt sind — mag nun ein Teil der Bevölkerung infolge seiner natürlichen Überlegenheit davon verschont bleiben, oder mag der Mangel sich auf alle erstrecken — werden alle die ausgemerzt werden, deren körperliche Konstitution einer so schweren Probe nicht gewachsen ist. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
190," Ein ganz ähnliches Schicksal war alsdann den Römern beschieden, die Zügel der Welt- liches Schicksal war alsdann den Römern beschieden, die Zügel der Weltherrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. herrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. ",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
191," In diesem Punkt hat also unsere Kultur die Fähigkeit bewiesen, ein fressendes Geschwür am Volkskörper, das sie bewirkt hat, auch wieder zur Heilung zu bringen.",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
192," Den Vorwurf, durch den außerehelichen Verkehr gegen die Ehrlichkeit zu verstoßen, gibt die Jugend, in dem unaustilgbaren Bewußtsein ihres Rechtes, stoßen, gibt die Jugend, in dem unaustilgbaren Bewußtsein ihres Rechtes, der Gesellschaft zurück, die solche gegen die Instinkte verstoßende Satzungen aufstellt und aufrecht erhält.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
193," Sie zeigen, welch geringen Einfluß die Anschauungen der Jugend, auch wenn sie die Natur auf ihrer Seite haben, auf die gesellschaftlichen Einrichtungen und den Inhalt der Sittengebote ausübten. richtungen und den Inhalt der Sittengebote ausübten.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
194, Unter Umständen aber geht das Trippergift auf die Gebärmutterhöhle und die Eileiter über und wird dann eine fast unversiegliche Quelle höhle und die Eileiter über und wird dann eine fast unversiegliche Quelle von Leiden.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
195," Dieser Eifer ist die Nachwirkung des Freudentaumels, der 1890 beim Bekanntwerden der Kochschen Impfungen gegen taumels, der 1890 beim Bekanntwerden der Kochschen Impfungen gegen Tuberkulose durch die ganze zivilisierte Welt ging, und der darauffolgenden Enttäuschung.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
196, Und in einem solchen Fall darf wohl auch das generative Interesse mit in die Wagschale geworfen werden. rative Interesse mit in die Wagschale geworfen werden.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
197," Aber die Sache liegt anders; denn die Kosten der weitherzigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums haben die folgenden Generationen zu bezahlen, die in diese Versicherung auf Gegenseitigkeit nicht mit eingeschlossen sind.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
198," Dazu kommt noch, daß sehr wahrscheinlich innerhalb der Klasse der Wohlhabenden gerade die generativ Wertvolleren, wie Gelehrte, Künstler, höhere Beamte, Offiziere, bei den Katholiken selbstverständlich die Geistlichen, sich wiederum schwächer fortpflanzen als die, welche in der Hauptsache nur die Früchte der sozialen Leistungen anderer genießen und dabei sache nur die Früchte der sozialen Leistungen anderer genießen und dabei nicht minder wohlhabend sind und werden als ihre begabteren Klassengenossen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
199," Sie wird, um nicht dem Untergang entgegenzugehen, selbst dafür sorgen müssen, daß vermeidliche Störungen der natürlichen Auslese beseitigt, unvermeidliche durch bewußte geschlechtliche Auslese ersetzt werden.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
200, Auch Treitschke nannte in diesem Sinn die unteren Klassen den Jungbrunnen der Gesellschaft.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
201," Obiger Einwand ist im Grunde derselbe, mit dem ein Landwirt früher, als man von Agrikulturchemie noch wenig wußte und noch niemand tiefer in die Geschichte des Landbaues eingedrungen war, die Behauptung abgefertigt hätte, daß der Boden notwendig an gewissen chemischen Bestand- gefertigt hätte, daß der Boden notwendig an gewissen chemischen Bestandteilen, die er nicht im Überfluß besitzt, und die zum Getreideanbau unentbehrlich teilen, die er nicht im Überfluß besitzt, und die zum Getreideanbau unentbehrlich sind, mehr und mehr verarmen müsse, wenn man sie ihm fortwährend entziehe, ohne sie zu ersetzen. ziehe, ohne sie zu ersetzen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
202," Der Unterschied ist nur der, daß der Volkskörper jene edleren generativen Werte, die zur Erzeugung und Aufrechterhaltung einer hohen Kultur erforderlich sind, in noch beschränkterem Maße enthält als der Boden irgendwelche zur Getreideerzeugung unentbehrlichen Stoffe, und daß darum ein Raubbau am Boden viel länger ohne auffälligen Rückgang des Ergebnisses an Getreide getrieben werden fälligen Rückgang des Ergebnisses an Getreide getrieben werden kann als ein Raubbau an Volkskörper hinsichtlich jener edlen generativen Werte.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
203," Die große Mehrheit des Volkes besteht immer aus den Minderwertigen, und doch ersetzt sich der Strom des Lebens in ausgedehntem Maße aus dieser Quelle. dehntem Maße aus dieser Quelle.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
204," Das Gesetz des Blühens selbst ist es, was zum Welken führt",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
205," Und was die Zukunft anlangt, so ist zwar dem Leben des Individuums, zufolge seines physiologischen Uhrwerks, eine bestimmte Dauer vorgeschrieben, die nur durch allerlei äußere Störungen — abgekürzt, unter keinen Umständen aber überschritten werden kann. Der innerhalb bestimmter Zeitgrenzen ausnahmslos eintretende Ablauf dieses Uhrwerks bringt dem Individuum den unvermeidlichen Tod.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
206," Die Karthager hatten aber ihre Handelsnetze nicht nur über unbekannte Küsten ausgespannt, sondern außerdem auch mit Negervölkern im Innern Afrikas mittels Wüstenkarawanen Handelsverkehr gepflogen. verkehr gepflogen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
207," Die Not, schreibt er, ist die Mutter der Arbeit und diese die Mutter der Kultur",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
208," Im Laufe der Geschichte habe sich der Mittelpunkt der Macht Schritt für Schritt, aber sicher, nach Norden verschoben, in jene rauhen Gegenden, wo der Mensch für die Rivalität des Daseins im harten Kampf mit der Natur „erzogen“ wurde.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
209," Erst wenn das alte Kleid der Gesellschafsverfassung zu eng wird, sinnt man auf technische und Verkehrsfortschritte, entstehen die Impulse zu moralischen und geistigen Fortschritten, die verbesserten Institutionen",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
210," Denn er hat nicht nur, wie häufig irrtümlich angenommen wird, auf die gebildeten Klassen eingewirkt, sondern den Anschauungen und Gefühlen des ganzen Volkes seinen Stempel aufgedrückt schauungen und Gefühlen des ganzen Volkes seinen Stempel aufgedrückt",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
211," Das fällt schwer in die generative Wagschale, da, wie dargelegt, Kriege aus den höheren Kulturstufen der Auslese eine direkt umgekehrte Richtung geben. stufen der Auslese eine direkt umgekehrte Richtung geben.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
212, Es geht ein Zug von Barmherzigkeit durch die Einrichtungen dieser Völker.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
213," Die hohe Wertschätzung welche die (wegen der allzugroßen Zahl der Schriftzeichen nicht leicht zu erwerbende) Kenntnis dieser Weisheitsschätze stets zeichen nicht leicht zu erwerbende) Kenntnis dieser Weisheitsschätze stets genoß, entzog anderen Wissenszweigen Licht und Sonne.",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
214," Neben dem Kaiser und seinen Mandarinen bestand von alters her eine Aufsichtsbehörde (Kotao), eine Art von Zensoren, die als ""das Gewissen des sichtsbehörde (Kotao), eine Art von Zensoren, die als ""das Gewissen des Staates"" darauf zu sehen hatten, daß im Sinn der alten Gesetze regiert werde; sie sind dem Kaiser und seinen Räten gegenüber die Vertreter der Staatsidee als Beschützer der Gesetze geehrt vom Volk und gefürchtet von den Beamten.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
215," Aber dürfen wir vergessen, wie es noch, nicht vor einigen, sondern vor kaum einem Jahrhundert in Europa aussah, welche Höhlen des Elends nicht nur die Gefängnisse für Verbrecher, sondern auch die Schuldgefängnisse und die Hospitäler waren, daß die Tortur in ihren schlimmsten Formen gesetzliche (in China nur faktische und strafbare) Anwendung fand, und daß die von europäischen Richtern verhängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden? hängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden?",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
216," Ihre Kulturentwicklung zeigte allerdings niemals eine so rasche Gangart, wie die unserige in den letzten 800 Jahren, seit Beginn der Kreuzzüge, sie stand aber auch nie völlig still und wurde deshalb nicht unpassend züge, sie stand aber auch nie völlig still und wurde deshalb nicht unpassend mit dem langsamen Fließen eines tiefen und breiten Stromes in ebenem Bette verglichen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
217," Diesem steht in der Theorie das Reich des Instinktes gegenüber, in welchem alles Tun auf ererbten Trieben beruht.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
218," Doch sind die Grenzen beider Reiche, die zusammen das Forschungsgebiet der Ethik bilden, im einzelnen nicht genau bestimmbar, und die sozialen Anlagen des Menschen, die vielfach der Erziehung bedürfen, um so wirksam zu werden, wie es bei den anderen Instinkten spontan der Fall ist, gehören, wenn sie ausgebildet sind, beiden Reichen an.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
219," Denn das Spiel der natürlichen sozialen Zuchtwahl ist nicht nur ein Vervollkommnungsapparat, sondern wahl ist nicht nur ein Vervollkommnungsapparat, sondern auch ein Gericht, das einzige empirisch erkennbare Stück einer sittlichen Weltordnung, die das Vollkommene emporhebt und das Verkommene vernichtet"" 1). hebt und das Verkommene vernichtet"" 1).",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
220," ""Immer noch wird durch die protestantische Lehre jener Grundirrtum fortgepflanzt, daß es nur auf den Glauben ankomme, und daß aus dem Glauben die Werke notwendig folgen müssen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
221," Die erste Aufgabe, welche die Natur dem Individuum gestellt hat, und die sie uns durch eingepflanzte Instinkte verkündet, ist die Selbsterhaltung;",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
222," Vor dem Richterstuhl unserer Empfindung ist also Schmerz das einzige Übel, Lust das einzige Gut.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
223," Und so gelangt der Verstand schließlich zu der Erkenntnis, daß Lust- und Unlustempfindungen nur eine dienende Stellung in unserer leiblichen und seelischen Organisation einnehmen, daß sie nichts als wohldressierte Diener der individuellen sation einnehmen, daß sie nichts als wohldressierte Diener der individuellen Selbsterhaltung und beredte Agenten der Fortpflanzung sind, oder mit nüchternen Worten, er erkennt, daß sie als automatische Regulatoren für die verschiedenen Funktionen, die ihrerseits der Erhaltung der Individuen und der Gattung dienen, in die lebendige Maschinerie unseres Leibes eingesetzt sind.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
224," Es frägt sich nur, ob dieses Produkt künstlicher Züchtung vor dem Richterstuhl der natürlichen Auslese bestehen könnte.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
225," Aber unsere Kurzsichtigkeit gestattet uns nur, die Richtung zu erkennen, welche die Entwicklungsgeschichte während der für uns einigermaßen übersehbaren Periode genommen hat, und infolge dieser Orientierung vermögen sehbaren Periode genommen hat, und infolge dieser Orientierung vermögen wir — unter der eigentlich nicht ganz selbstverständlichen Voraussetzung, daß diese Richtung andauern werde — höchstens die nächsten Ziele zu sehen, soweit sie nämlich noch innerhalb unserer geistigen Sehweite und innerhalb des durch unseren organischen Standpunkt bestimmten Horizontes liegen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
226," Dazu verhelfe dir der Garten der Ehe!""",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
227, Bergab geht es bei der generativen Entwicklung allerdings nicht ganz so langsam wie bergauf. tiven Entwicklung allerdings nicht ganz so langsam wie bergauf.,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
228," So dilettantenhafte Vorschläge für eine positive menschliche Zuchtwahl, die alle Schwierigkeiten durch bloßes Ignorieren wegzaubern, sind nur geeignet, den Widerstand seitens der heute herrschenden Anschauungen zu vergrößern, der überwunden werden muß, ehe jene Verbesserungen der menschlichen Zuchtwahl verwirklicht werden können, welche im Ernst allein in lichen Zuchtwahl verwirklicht werden können, welche im Ernst allein in Betracht kommen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
229," So groß, wie manche himmelstürmerische Geister anzunehmen geneigt sind, die nur auf das Ziel ihrer Ideale und nicht auf den Weg und seine Hindernisse sehen, ist die mögliche Geschwindigkeit des Fortschreitens auch auf dem Gebiet der Traditionswerte nicht.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
230," Die schönste Theorie ist fehlerhaft, wenn sie nicht eine tatsächlich gangbare Brücke zur Verwirklichung aufweist oder herstellt. lich gangbare Brücke zur Verwirklichung aufweist oder herstellt.",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
231," Die öffentliche Meinung ist also zum weitaus größten Teil in festen Händen, beinahe so wie die politische und wirtschaftliche Macht.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
232," Die Aristokratie aber, welche die Klinke der Gesetzgebung in der Hand hatte, benützte sie, um Gesetze zu erlassen, die in schneidendem Widerspruch zu den Interessen der Mehrheit standen und nur ihren Sonderinteressen dienten.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
