,Annotator,Filename,Fokus,Metapher?,Rahmen,Textstelle
721,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die überwiegende Zahl der heutigen Ethnologen nimmt an, daß unter den Angehörigen der primitiven Gemeinschaft ein unterschiedsloser und keinerlei Beschränkungen unterliegender Geschlechtsverkehr geherrscht hat (sog."
722,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Ohne auf die Streitfrage hier näher einzugehen, sei nur bemerkt, daß die Promiskuitätstheorie nicht be- 7) A. a. Q. S. 136."
723,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"hauptet, daß ein Mann und eine Frau in der Urzeit niemals zu einer längere Zeit dauernden Geschlechtsgemeinschaft zusammengetreten sind; sie behauptet nur, daß grundsätzlich keine Beschränkungen für die Geschlechts- vereinigung irgend welcher Individuen durch Sitte oder Gewohnheit ge- boten waren."
724,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die erste Beschränkung des Geschlechtsverkehrs knüpft sich sicherlich an die physiologische Tatsache, daß sehr junge und sehr alte Personen weder selbst Geschlechtslust empfinden noch normalerweise auf andere Personen einen sexuellen Reiz ausüben."
725,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Da der uncivilisierte Mensch infolge der Beschwerden des Daseins sehr rasch altert, insbesondere die Frauen zwar schon sehr zeitig Kinder gebären, aber auch mit 25—30 Jahren meist schon abschreckend häßlich sind, so wird der Geschlechtsverkehr zwischen Personen, die zwei verschiedenen Generationen angehören, insbesondere also zwischen Eltern und Kindern nur sehr selten vorgekommen sein."
726,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Sobald aber eine Erscheinung im gesellschaftlichen Leben selten ist, steht sie in Gefahr, von der Sitte ganz ausgemerzt zu werden."
727,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die Sitte approbiert nämlich immer nur die regelmäßig sich wiederholenden Erscheinungen und reprobiert die seltenen d. h. der Regel widersprechenden — Erscheinungen Aus diesem Grunde sind die Ehen zwischen Personen, die sehr verschiedenen Alters sind, von der Sitte gemißbilligt und allmählich verhindert worden."
728,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Nun wird aber auf primitiver Stufe eine größere Verschiedenheit des Alters mehrerer Personen nicht kalendermäßig nach Jahren, sondern in viel roherer Weise, hauptsäch- lich durch die Zugehörigkeit zu verschiedenen Generationen bestimmt."
729,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Solche Zugehörigkeit zu verschiedenen Generationen war aber nur bei Eltern und Kindern, allenfalls noch bei Onkel und Nichte, Tante und Neffe, Schwiegereltern und Schwiegerkindern, nachzuweisen und deshalb beschränkte sich die Sitte, die ja überhaupt lieber das konkrete, also z."
730,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"B. ein bestimmtes Verwandtschaftsverhält- nis, als das abstrakte, d. h. eine nicht näher zu bestimmende Altersverschieden- heft, erfaßt, darauf, statt alle Ehen zwischen Personen von sehr ungleichem Alter nur die Ehen zwischen den oben genannten Verwandten zu verbieten, in denen die Zugehörigkeit zu verschiedenen Generationen klar zu Tage lag."
731,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Ein weiterer Anstoß zur Beschränkung des regellosen Geschlechtsver- kehrs ging davon aus, daß man die Frau als Eigentumsobjekt anzusehen und als solches ausschließlich zu besitzen und gegen Einwirkungen dritter zu schützen begann."
732,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Die Frau ist wie bei den Kulturvölkern so schon bei den Naturvölkern und sogar schon bei den Primaten dem Manne physisch unter- 8) Vgl.
733,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Beim Gorilla sind die Männchen 6 1/2—7 Fuß hoch und viel muskulöser als die nur 4 3/4—5 1/2 Fuß hohen Weibchen.
734,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Diese physische Überlegenheit des Mannes hat der Mann fast bei allen Völkern zu einem Gewaltverhältnis über die Frau ausgestaltet, mag die Gewalt nun dem einzelnen Manne oder der Gesamtheit aller männlichen Glieder der Gesell- schaft zugestanden haben."
735,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"So entwürdigend für die Frau die Tatsache ist, daß sie bei den Kulturvölkern in früherer Zeit und bei den Naturvölkern noch heute nichts weiter als Eigentumsobjekt und Ware gewesen ist bezw."
736,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"ist, so hat doch diese Tatsache zu einer immer weiteren Beschränkung des Geschlechtsverkehrs und damit immer besser werdenden Stellung der Frau den Grund gelegt."
737,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Soweit nämlich die Frauen im Eigen- tume des Stammes standen, suchte dieser durch ihre Verheiratung entweder neue Mitglieder oder neues Sachkapital zu erlangen."
738,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Das letztere war aber, da dort, wo gemeinsames Eigentum an den Weibern bestand, sicherlich auch die anderen tauschfähigen Güter, insbesondere Vieh, gemeinsames Eigentum des Stammes waren, nur möglich, wenn die Frauen an außerhalb des Stammes stehende Personen verkauft wurden."
739,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Indem das Verhältnis durch die Sitte be- festigt wurde, entstand die Exogamie, d. h. der Gebrauch, daß die Frauen nicht an Mitglieder ihres eigenen Stammes, die sich vielmehr ihre Frauen durch eigene Kraft, insbesondere durch Raub von fremden Stämmen, zu beschaffen hatten, sondern nur an Mitglieder fremder Stämme verheiratet werden durften."
740,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Soweit die Frauen und damit auch die anderen Güter nicht mehr im Eigentum des Stammes, sondern im Eigentum einer engeren Gemeinschaft innerhalb des Stammes, z."
741,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"B. der gens oder der agnatischen, d. h. alle unter demselben Dache wohnenden Personen umfassenden, Familie standen, war es, damit die gens oder die Familie neues Sachkapital erhalte, nicht nötig, die Frauen außerhalb des Stammes zu verheiraten."
742,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Sie konnten innerhalb des Stammes, nur nicht innerhalb derselben gens oder Familie verheiratet werden (Endogamie)."
743,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Immer blieben hiernach die Angehörigen derselben Wirtschafts- oder Eigentumsgemeinschaft von der Heirat unter einander ausgeschlossen.
744,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Mutterrecht, das bei vielen Völkern existiert hat und noch existiert, ist nicht etwa eine Frauenherrschaft (Gynokratie), sondern besagt nur, daß die Kinder (wahr- scheinlich wegen der Ungewißheit, wer ihr Vater sei) nach der Mutter benannt werden und derjenigen Gemeinschaft zufallen, der auch die Mutter angehört."
745,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Familie ist und die heiratsfähigen Angehörigen derselben nach der Struktur der agnatischen Familie meist im Verhältnis von Bruder und Schwester, Cousin und Cousine zu einander standen, so erschien, als die agnatische Familie sich auflöste und in die kognatische, auf der Blutsverwandschaft beruhende Familie überging, dies Verwandtschaftsverhältnis als der Grund der Ausschließung von der Heirat untereinander."
746,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die bedeutendste Folge der Tatsache, daß die Frau einst überall als Eigentums- objekt galt, ist jedoch wol die, daß die Frau hierdurch geschlechtlich in der Regel nur noch mit einem Manne verkehrte — zum mindesten nach ihrer Verheiratung — und nicht mehr der Willkür jedes beliebigen Mannes preisgegeben war."
747,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Denn der Mann, der sie zu eigen erwarb, hielt wie von seinen anderen Gütern so auch von seiner Frau jede fremde Einwirkung als Eingriff in seine Rechte ab."
748,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Sowol in dieser Beziehung als auch sonst hat sich in geschichtlicher Zeit die Stellung der Frau in dem Maße gebessert, als der kriegerische Zustand, der auf primitiver Stufe der gewöhnliche Zustand aller Gesell- schaften ist, friedlicheren Zuständen Platz machte."
749,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Solange die Frau für die weitaus wichtigste Betätigung des Stammes, die Kriegführung, wegen ihrer physischen Schwäche untauglich war, hatte sie für die Allgemeinheit geringen Wert."
750,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Je mehr aber die bloße physische Kraft an Bedeutung verlor, desto mehr trat der Wert der Frau dem des Mannes ebenbürtig zur Seite."
751,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die heutigen Bestrebungen, die auf eine weitere Verbesserung der öffentlich rechtlichen Stellung der Frau abzielen, können ihr bestes Rüstzeug aus der Kulturgeschichte holen."
752,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die Stellung der Frau hat sich in ge- schichtlicher Zeit fortwährend langsam gehoben, und es ist gar kein Zweifel, daß diese Bewegung noch weiter anhalten wird, je mehr das heutige wirt- schaftliche Leben, welches das weitaus wichtigste Gebiet des gesellschaftlichen Lebens geworden ist, die Ansprüche gerade an physische Kraft herabsetzt und dadurch dem weiblichen Geschlecht vielfach dieselben Chancen des Fort- kommens bietet wie dem männlichen."
753,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Die rechtliche Stellung jeder Klasse richtet sich nach ihrer Wichtigkeit für die Interessen der Gesellschaft.
754,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Frauen, die für die Gesamtheit dasselbe leisten wie die Männer, haben auch Anwartschaft auf dieselben Rechte — wobei allerdings zu berücksichtigen ist, daß in den Staaten mit allgemeiner Militärpflicht der Männer die Darwinismus und Sozialwissenschaft."
755,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Das Kausalitätsbedürfnis hat sich am ehesten und intensivsten mit den Erscheinungen beschäftigt, welche den Menschen direkt und am nächsten an- gehen, ihn am meisten beunrnhigen: mit der Erscheinung des Todes, der Krankheiten und böser Träume."
756,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Man sagt nicht zu viel, wenn man behauptet, daß ohne diese Erscheinungen, speziell ohne den Tod, nie eine Religion entstanden wäre."
757,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Wir finden vielleicht den Nachklang dieser Tatsache darin, daß noch heute Menschen, denen die Religion im Grunde gleichgültig ist, angesichts des Todes oder schwerer Krankheiten, mögen sie sie selbst oder ihnen nahestehende Personen betreffen, sich der Religion erinnern und zum Gebete ihre Zuflucht nehmen."
758,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die Aufmerksamkeit des primitiven Menschen ist wie die des Kindes nur auf das grobsinnliche gerichtet, und so war die erste und eindrücklichste Wahrnehmung, die man beim Eintritt des Todes machte."
759,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Da lag der Schluß nahe, daß Atem und Leben identisch seien, daß das Leben aufgehört hat, weil der Atem den Körper verlassen habe."
760,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"So bildete sich die Ansicht, daß im Augenblick des Todes sein dem Körper innewohnendes Etwas, eben der Atem (oder die Seele oder der Geist — alle diese Worte werden meist promiscue gebraucht und sind in vielen Sprachen, z."
761,X,nus2_2_ruppin_bereinigt.txt,,Nein,,B. im Lateinischen und Hebräischen überhaupt identisch) den Körper verlasse und dadurch den Tod herbeiführe.
762,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Der Körper selbst zerfällt und muß der Vernichtung anheim gegeben werden — aber die Seele lebt unsichtbar weiter und kann ebenso wie bei Lebzeiten des Menschen in Tätigkeit treten und, selbst unsichtbar und unfaßbar, dem Lebenden Vorteil oder Schaden bringen."
763,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Der Seelenkult, d. h. die Verehrung der Geister der Verstorbenen und besonders solcher Verstorbener, die bei Lebzeiten mächtig waren, also Häuptlinge, Zauberer oder für Kinder ihre Eltern, ist deshalb überall in der Welt bekannt und ist selbst bei den höchst stehenden Kulturvölkern in abgeblaßter Form (Aller Seelen, Toten- sonntag, Messelesen, Kaddisch-Sagen und Jahrzeitlampe der Juden) noch in Übung."
764,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Steht für ihn die Existenz und die Tätigkeit unsichtbarer Geister einmal fest, so ist nichts natürlicher als daß er zu diesen Geistern auch dann seine Zuflucht nimmt, wenn ihm andere unerklärbare Erscheinungen begegnen."
765,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Jemand wird krank — es ist ein böser Geist in ihn gefahren; jemand wird geistesgestört — er ist von einem fremden Geiste »besessen«; böse Träume - Folge der Tätigkeit mißwollender Geister.
766,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Überall spukt es; die ganze Natur ist für den Ur- menschen des Geistes oder vielmehr der Geister voll, die Bäume, die Tiere, die Sterne, alles was sich bewegt, was fleucht und kreucht."
767,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Es ist dies die Stufe des Fetischismus, der noch heut die Religion eines großen Teils der Menschheit ist und von dem sich viele Reste selbst in den monotheistischen Religionssystemen erhalten haben."
768,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Es ist ein Irrtum, wenn man glaubt, daß die Religion erst in den Kulturstaaten (Egypten, das Reich Juda, die europäischen Reiche des Mittel- alters) durch Entfaltung einer äußeren Organisation, der Kirche, ein wichtiger Faktor im sozialen Leben geworden sei."
769,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die Verehrung der Ahnen ist bei wilden Völkern viel wichtiger als die Sorge ums eigene Leben, um den Ahnenkult dreht sich alles."
770,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Nach Post11) bilden bei allen Neger- und Kongovölkern die Fetischpriester großartige Organisationen, welche namentlich in Geheimbünden und Zaubereiprozessen, vor allem bei Gottes- urteilen in Wirksamkeit treten."
771,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Der in seiner Art großartige Bau der katholischen Kirche hat in allen Ländern der Erde (Indien, China, Azteken- und Inkareich, wilde Indianerstämme Amerikas) schon in den frühesten Zeiten gleichartige Organisationen zum Vorbild gehabt."
772,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die wirtschaftliche Entwickelung der wilden Völker wird vielleicht durch nichts so sehr gehemmt als durch den großen Aufwand, den Grabspenden, Seelenkult und Priestergaben verursachen."
773,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Der Priester, der dem Seelenkult vorsieht und der zugleich Zauberer, Arzt, Rechts- gelehrter, Sterndeuter u. s. w. ist, ist auf dieser primitiven Stufe beinahe allmächtig."
774,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"»Wenn man es vermag«, sagt Grosse12), »den starken Glauben der Völker- mitzufühlen, denen das Leben der Toten ebenso unzweifelhaft und unmittelbar- gewiß ist als das Dasein der Lebenden, so wird man auch fühlen, wie unwiderstehlich die Macht des Mannes ist, der als Mittler und Bevoll- 1) A. a. O. Bd."
775,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Post13) meint, daß die ältesten Herrscher vielleicht überall Fetischpriester waren, und daß jedenfalls diese den weltlichen Häuptlingen und Königen gegenüber als eine ältere Bildung erscheinen."
776,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Wir haben ein Beispiel hiervon in der jüdischen Überlieferung, nach der Moses zugleich religiöser Gesetzgeber, Priester (die Figur des Aaron ist erst ein Zusatz aus späterer Zeit) und zugleich Heerführer und oberster Gewalthaber ist."
777,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Erst mit fortschreitender Herrschaft des Menschen über die Natur be- gann der Prozeß der »Entgeistigung« der Natur.
778,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Zuerst in den großen Kulturreichen Vorderasiens und Nordafrikas (Assyrien, Babylonien, Indien, Ägypten) begonnen, wurde er besonders kräftig in dem kleinen jüdischen Volke fortgesetzt."
779,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die Naturgeister verschwanden; eine mehr verstandesmäßige Auffassung der Natur trat an ihre Stelle, und einem einzigen Gotte und seinem Walten wurde das zugeschrieben, wofür man noch keine Erklärung fand."
780,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Christentum und Islam haben diese Auffassung übernommen und zur herrschenden Auffassung aller Kulturnationen gemacht.
781,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Es ist gar nicht zu bezweifeln, daß gegenüber der animistischen Naturauffassung der Monotheismus einen außerordentlichen Schritt vorwärts zum Rationalismus und zur natür- lichen Erklärung aller Erscheinungen war."
782,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Freilich wird aber auch von den monotheistischen Religionen immer noch das Erbe des Fetischismus in Resten herumgetragen.
783,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Geht es nach den Predigten vieler Geistlichen, so schickt noch heute der liebe Gott Regen und Sonnenschein in das Ländchen X, giebt Krieg und Frieden, Gesundheit und Glück u. s. w. Mühsam und Schritt für Schritt hat die Wissenschaft, deren Wiege in eben denselben alten Kultur- reichen stand, die zuerst dem Fetischismus entgegentraten, der Religion den Boden abringen müssen, und die Grenzen sind noch heute in fortwährendem Flusse begriffen."
784,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Was der Mensch versteht, in seinem Werden erkennt, das verehrt er nicht, weil er es durch das Erkennen in seine Gewalt gebracht hat und nun nicht mehr zu fürchten braucht."
785,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Spöttisch nennt der Mensch das, woran er eben noch geglaubt hat, einen Aberglauben, sobald er eine natürliche Erklärung dafür gesunden hat."
786,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Über ein halbes Jahrtausend währt jetzt der Kampf zwischen der Religion und der Wissenschaft des Abendlandes.
787,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Für den Gebildeten sind die »Wunder«, mit denen die monotheistischen Religionen noch reichlich voll ge- laden sind, völlig unannehmbar."
788,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Vielleicht ist die Zeit nicht mehr fern, wo Religion mit abgeschlossener philosophischer Welt- anschauung identisch ist und als solche die Wissenschaft gewissermaßen fort- gesetzt, nämlich dem Bestreben Genüge tut, die Erscheinungen der Welt in Natur und Geschichte in einer durch die Wissenschaft nicht erreichbaren Weise als zweckmäßige Mittel zu einem höheren Endziel zu betrachten."
789,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Zum Schlusse sei der Kunsttrieb der Menschen erwähnt, in dem wir die Quelle aller darstellenden Künste, und den Spieltrieb, den wir als die Ursache der Freude des Menschen an Spiel und Tanz ansehen."
790,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Schon Darwin bemerkt14): »Die Sinne der Menschen und der niederen Tiere scheinen derart beschaffen zu sein, daß glänzende Farben und gewisse Formen wie auch harmonische und rythmische Töne ein Vergnügen bieten und schön genannt werden; doch warum dem so sei, wissen wir nicht."
791,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Es ist bekannt, daß wilde Völker überaus schmuckbedürftig und eitel (man denke an das Tätowieren) und für Farben sehr empfänglich sind; ferner, daß in Höhlen der Steinzeit auf den Wänden und auf beweglichen Gegenständen, z."
792,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Der Mensch muß also schon lange vor der Zeit, in welche die Geschichte hinabreicht, an solchen Zeichnungen ein Vergnügen gefunden haben, das sich mit fort- schreitender Kultur erheblich erweitert und verfeinert hat, und zur Quelle der erhabensten Genüsse des Lebens geworden ist."
793,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"- Etwas gleiches gilt von dem Triebe zu spielen, den wir bei unseren kleinen Kindern, aber auch schon bei Affen und Haustieren (Hunde, Katzen) beobachten können."
794,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"»Das Spiel jüngerer Tiere,« sagt Bölsche15), »tritt unmittelbar ein, sobald die wirkliche Sorge auf einen Augenblick pausiert."
795,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Und dieses Spiel zeigt in vielen, wenn nicht allen Fällen, schon Anfänge ästhetischer Züge, es ist eine Art Dichten des Tieres« Es ist ein großer Schritt von dem Spiel kleiner Kinder zu dem Bocksspiel der Griechen und von da zum modernen Drama, aber es scheint uns doch sicher, daß sie Stufen der Entwickelung desselben Triebes sind."
796,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Viele Umstände, insbesondere die starke Steigerung des künstlerischen Empfindens nach erlangter Geschlechtsreife und die erhöhte künstlerische Pro- duktivität und Empfänglichkeit im erotischen Zustande scheinen auch auf eine 14) The Descent of Man, Bd."
797,X,nus2_2_ruppin_bereinigt.txt,,Nein,,31 Verbindung zwischen dem Geschlechtstriebe und dem Kunst- und Spieltriebe hinzudeuten (wie ja auch der Tanz zweifellos erotische Empfindungen aus- löst)16.
798,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Aber diese Beziehungen liegen bisher noch im Dunkeln und wir wagen es nicht, an dieser Stelle Hypothesen über die Art des Zusammen- hanges aufzustellen."
799,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Die Frage nach dem Endziel des sozialen Lebens hat in der Neuzeit ebenso zahlreiche wie verschiedene Antworten gefunden.
800,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Nach der einen sollte Ziel der sozialen Entwickelung das möglichst große Glück einer mög- lichst großen Zahl sein; die französische Revolution von 1789 verlangte Freiheit, Gleichheit, Brüderlichkeit; andere begnügten sich mit der Forderung jedem Menschen ein menschenwürdiges Dasein zu verschaffen; Hegel ver- langte als Ziel einen Staat, der die Idee des sittlich Guten verkörpere u. s.w."
801,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Alle diese Antworten leiden an dem Mangel, daß sie nicht objektiv beweis- bar sind, sondern lediglich in der subjektiven Überzeugung eines einzelnen ihren Grund haben."
802,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Es ist auch nicht möglich, dieser Subjektivität zu ent- rinnen, solange man dem sozialen Leben ein Ziel giebt, das außerhalb des Begriffs des gesellschaftlichen Zusammenlebens selbst liegt."
803,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Nur dann, wenn man das gesellschaftliche Leben als Selbstzweck faßt, wenn man also unter dem Endziel des sozialen Lebens nicht die Ausgestaltung in der Richtung auf irgend ein Ziel hin, sondern lediglich die zur Erhaltung und Beförde- rung des gesellschaftlichen Zusammenlebens zweckmäßige Ausgestaltung ver- steht, kann man jener Subjektivität entgehen."
804,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Freilich ist auch diese Formulierung nur für den objektiv begründet, der vom sozialen Leben als unverrückbarer Grundlage ausgeht, aber nicht für denjenigen, der die Notwendigkeit des sozialen Lebens leugnet."
805,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Aber mit diesem letzteren ist nach dem alten Sprichwort: »contra negantem principia non est disputandum« überhaupt nicht zu rechnen, denn ohne jede Voraussetzung kann keine Wissenschaft auskommen."
806,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Man kann ihm nur nachweisen, daß die Wurzeln seiner eigenen Invidualexistenz als Mensch im gesellschaftlichen Leben ruhen, daß ohne das gesellschaftliche Zusammen- leben auch er selbst nicht - wenigstens nicht als Mensch, wenn auch viel- 16) Vgl."
807,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Wer dann antwortet, daß ihm an seiner Existenz als homo sapiens und an der Existenz dieser Gattung überhaupt gar nichts liege, setzt sich damit außerhalb jeder Disputation."
808,X,nus2_2_ruppin_bereinigt.txt,,Nein,,Denn weshalb sonst als im Interesse dieser Gattung erfolgt all unser wissenschaftliches Tun und Streben?
809,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Wir wollen nun sehen, welche Folgerungen sich aus der Annahme ergeben, daß die Erhaltung und Förderung des gesellschaftlichen Zusammen- lebens das oberste Ziel jeder Gesellschaft sein müsse."
810,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Will man das gesellschaftliche Zusammenleben, so muß man auch die Bedingungen dieses gesellschaftlichen Zusammenlebens wollen."
811,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Als solche Bedingung alles gesellschaftlichen Zusammenlebens von Menschen ergibt sich in erster Linie das Vorhandensein von Regeln, welche die zusammenwirkende Tätigkeit der gesellschaftlich verbundenen Menschen bestimmen."
812,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Mit diesem Begriff ist eine zusammenwirkende, auf gemeinsamem Entschlusse vieler beruhende Tätigkeit unabtrennbar ver- knüpft, und diese ist wiederum unmöglich, wenn nicht gewisse Regeln vor- handen sind, (Übereinkünfte, religiöse oder rechtliche Bestimmungen, Vorschriften der Sitte und des Anstandes), durch welche bei dieser gemeinsamen Tätigkeit jedem ein bestimmter Wirkungskreis zugeteilt wird."
813,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Beim sozialen Leben, sagt Stammler, könne begrifflich unterschieden werden seine Form, das sind eben die Regeln, unter denen es steht (und die entweder Rechts- oder Konventionalregeln sein können) und seine Materie, nämlich das auf Bedürfnisbefriedigung gerichtete Zusammen- wirken der gesellschaftlich verbundenen Menschen."
814,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Diese Materie des sozialen Lebens ist durch die Natur unverrückbar festgestellt; nur die Form ist der Wandlung fähig, und nur durch die Verschiedenheit der Form ist die Eigen- art einer gewissen menschlichen Gesellschaft bestimmt."
815,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Ist somit das Vorhandensein von Regeln eine notwendige Bedingung des gesellschaftlichen Zusammenlebens der Menschen, so fragt es sich weiter, welcher Art diese Regeln sein, insbesondere ob sie Rechtsregeln sein sollen (deren Befolgung erzwungen wird) oder Konventionalregeln (deren Verletzung dem Einzelnen verübelt und im äußersten Falle mit feinem Ausschluß geahndet, deren Befolgung aber nicht durch staatliche Gewalt erzwungen wird)."
816,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"33 jene Richtung des Anarchismus nehmen (Bakunin, Krapotkin), welche die staatliche Zwangsgewalt, d. h. eben das vom Staat gesetzte Recht, mit allen Mitteln (Propaganda der Tat) beseitigen will, oder jene Richtung Tolstoi), welche die staatliche Zwangsgewalt dadurch überflüssig machen will, daß die Menschen bewogen werden, das aus Nächstenliebe zu tun, was sie heut unter dem Zwange des Rechts tun — beiden Richtungen ist ge- meinsam, daß sie jede Art von Zwangsnormen (rechtlicher Regelung) ver- werfen und an ihrer Stelle eine Gesellschaftsordnung erstreben, in der die Individuen nur unter frei gewählten und von jedem Individuum jederzeit aufhebbaren Regeln leben."
817,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Der Gedanke einer solchen Gesellschaftsordnung scheitert daran, daß kleine Kinder, Geistes- gestörte u. s. w. sich überhaupt nicht durch Verträge verpflichten können und doch in der Gesellschaft existieren."
818,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Es müßte also mindestens seitens der verpflichtungsfähigen Glieder der Gesellschaft über diese Personen mit entschieden werden; es müßte ferner bestimmt werden, in welchem Alter die Kinder selbst verpflichtungsfähig werden u. s. w. Sobald aber dies der Fall ist, sind auch schon Zwangsnormen (Rechtsregeln) da, und dann ist zwischen der anarchistischen und der heutigen Gesellschaft kein prinzipieller, sondern nur noch ein gradueller Unterschied."
819,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Denn auch im heutigen Staat steht ja nur ein Teil des gesellschaftlichen Lebens unter Rechtsregeln, während der große übrige Teil der Regelung durch Konvention (Sitte, Anstand, Etiquette, freie Vereinbarung) anheimgegeben ist."
820,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Über das wieviel, das jeder Art von Regelung zufallen soll, läßt sich also auch im Rahmen der heutigen Gesellschaftsordnung debattieren."
821,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Die vom Anarchismus erstrebte ausschließliche Regelung durch Konventional- regeln ist aber, wie oben dargelegt, unseres Erachtens unmöglich."
822,X,nus2_2_ruppin_bereinigt.txt,,Nein,,"Wie die Anarchisten etwas unausführbares wollen, wenn sie ein ge- sellschaftliches Zusammenleben von Menschen ohne Zwangsnormen erstreben, so verlangen die Anhänger des sogen."
